condition,drugName,avg_rating,total_useful_count
Birth Control,Blisovi 24 Fe,3.1123595505617976,416
Birth Control,Dasetta 1 / 35,3.0,3
Birth Control,Loestrin 21 1.5 / 30,3.0,2
Birth Control,Tri-Lo-Marzia,3.0,2
Birth Control,Necon 1 / 50,2.6666666666666665,1
Birth Control,Amethia Lo,2.0,2
Birth Control,Jencycla,1.0,8
Birth Control,Amethyst,1.0,2
Birth Control,Enskyce,1.0,2
Birth Control,Larin 24 Fe,1.0,2
Birth Control,Mibelas 24 Fe,1.0,2
Birth Control,Philith,1.0,1
Birth Control,Pirmella 1 / 35,1.0,1
Birth Control,Tri-Lo-Estarylla,1.0,1
Birth Control,Necon 7 / 7 / 7,1.0,0
Birth Control,depo-subQ provera 104,1.0,0
Bowel Preparation,PEG-3350 with Electolytes,10.0,7
Bowel Preparation,GaviLyte-G,9.0,59
Bowel Preparation,Correctol,9.0,21
Bowel Preparation,PEG3350,8.0,3
Bowel Preparation,GaviLyte-N,7.666666666666667,18
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,7.5584,9742
Bowel Preparation,OsmoPrep,7.5,126
Bowel Preparation,Suprep Bowel Prep Kit,7.463986599664992,9328
Bowel Preparation,MoviPrep,6.99290780141844,2501
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,6.838383838383838,2915
Bowel Preparation,Fleet Enema,6.5,17
Bowel Preparation,GoLYTELY,6.4,284
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,6.135802469135802,687
Bowel Preparation,Prepopik,6.0,620
Bowel Preparation,GaviLyte-C,6.0,11
Bowel Preparation,Bisacodyl,5.925,462
Bowel Preparation,Sodium biphosphate / sodium phosphate,5.857142857142857,133
Bowel Preparation,Polyethylene glycol 3350,5.166666666666667,160
Bowel Preparation,Dulcolax,4.846153846153846,424
Bowel Preparation,NuLYTELY,4.666666666666667,26
Bowel Preparation,Senna,4.5,17
Bowel Preparation,MiraLax,3.8333333333333335,178
Bowel Preparation,Dulcolax Laxative,3.6666666666666665,27
Bowel Preparation,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,1.0,7
Bowel Preparation,HalfLytely and Bisacodyl,1.0,4
Bowel Preparation,Colyte,1.0,2
Bowel Preparation,Fleet Bisacodyl,1.0,0
Chronic Pain,Oxyfast,10.0,122
Chronic Pain,Roxicodone Intensol,10.0,42
Chronic Pain,Tylox,10.0,20
Chronic Pain,Dazidox,10.0,13
Chronic Pain,Methadone Diskets,9.714285714285714,401
Chronic Pain,Fentora,9.333333333333334,62
Chronic Pain,Dolophine,9.25,204
Chronic Pain,Roxicodone,9.19047619047619,1381
Chronic Pain,Endocet,9.0,262
Chronic Pain,Ultram ER,9.0,70
Chronic Pain,Infumorph,9.0,37
Chronic Pain,Primlev,9.0,16
Chronic Pain,Methadone,8.977011494252874,5084
Chronic Pain,Dilaudid,8.93939393939394,1655
Chronic Pain,Subutex,8.9,401
Chronic Pain,Percocet,8.588235294117647,840
Chronic Pain,Methadose,8.5,73
Chronic Pain,Kadian,8.4,264
Chronic Pain,Hydromorphone,8.376811594202898,3068
Chronic Pain,Xartemis XR,8.333333333333334,124
Chronic Pain,Subsys,8.333333333333334,51
Chronic Pain,Exalgo,8.3,878
Chronic Pain,Naloxone / pentazocine,8.2,50
Chronic Pain,MS Contin,8.181818181818182,1767
Chronic Pain,Fentanyl,8.105882352941176,2447
Chronic Pain,Duragesic,8.1,490
Chronic Pain,Acetaminophen / oxycodone,8.0,3275
Chronic Pain,Oxaydo,8.0,12
Chronic Pain,Actiq,8.0,10
Chronic Pain,Oxycodone,7.98876404494382,7066
Chronic Pain,OxyContin,7.882352941176471,3139
Chronic Pain,Fentanyl Transdermal System,7.724137931034483,1261
Chronic Pain,Morphine,7.639175257731959,2900
Chronic Pain,Talwin Nx,7.333333333333333,34
Chronic Pain,Butrans,6.508474576271187,2235
Chronic Pain,Duloxetine,6.333333333333333,3123
Chronic Pain,Cymbalta,6.2063492063492065,3348
Chronic Pain,Tramadol,6.158415841584159,2872
Chronic Pain,Oramorph SR,6.0,4
Chronic Pain,Buprenorphine,5.926470588235294,3782
Chronic Pain,Ultram ODT,5.8,164
Chronic Pain,Xtampza ER,5.3,102
Chronic Pain,Embeda,5.133333333333334,359
Chronic Pain,Ultram,5.111111111111111,825
Chronic Pain,Avinza,5.0,66
Chronic Pain,Morphine / naltrexone,4.695652173913044,527
Chronic Pain,Roxicet,4.0,59
Chronic Pain,Duramorph,4.0,10
Chronic Pain,Ziconotide,4.0,9
Chronic Pain,Belbuca,3.6,798
Chronic Pain,Dilaudid-HP,1.0,16
Chronic Pain,Ryzolt,1.0,11
Chronic Pain,Prialt,1.0,6
Constipation,Citrate of Magnesia,10.0,277
Constipation,Colace,10.0,146
Constipation,ClearLax,10.0,81
Constipation,Fleet Glycerin Suppositories Adult,10.0,7
Constipation,Fletchers Castoria,10.0,5
Constipation,Sodium biphosphate / sodium phosphate,9.478260869565217,293
Constipation,Magnesium oxide,9.428571428571429,452
Constipation,Fleet Enema,9.214285714285714,192
Constipation,Magnesium citrate,9.06060606060606,5499
Constipation,MiraLax,9.013698630136986,4847
Constipation,Enemeez Mini,9.0,20
Constipation,PEG3350,9.0,2
Constipation,Polyethylene glycol 3350,8.835051546391753,5045
Constipation,Milk of Magnesia,8.75,138
Constipation,Phillips' Milk of Magnesia,8.746478873239436,2118
Constipation,Magnesium hydroxide,8.71111111111111,2434
Constipation,Metamucil,8.5,156
Constipation,Psyllium,8.5,156
Constipation,Lactobacillus acidophilus,8.0,7
Constipation,Methylcellulose,7.666666666666667,32
Constipation,Dulcolax Laxative,7.2727272727272725,124
Constipation,Glycerin,7.25,33
Constipation,Linzess,7.194444444444445,1286
Constipation,Linaclotide,6.777777777777778,1162
Constipation,Docusate,6.666666666666667,386
Constipation,Senna,6.291666666666667,736
Constipation,Senexon,6.0,0
Constipation,Dulcolax,5.717808219178083,4160
Constipation,Bisacodyl,5.7105263157894735,4434
Constipation,Dulcolax Stool Softener,5.0,5
Constipation,Correctol,4.923076923076923,147
Constipation,Senokot,4.882352941176471,391
Constipation,Lubiprostone,2.3333333333333335,65
Constipation,Ex-Lax Maximum Relief Formula,2.0,6
Constipation,Amitiza,1.25,56
Constipation,Senna Lax,1.0,16
Depression,Norpramin,10.0,178
Depression,Xanax XR,10.0,61
Depression,Asendin,10.0,59
Depression,Niravam,10.0,35
Depression,Maprotiline,10.0,21
Depression,Niacin,9.857142857142858,1178
Depression,Desipramine,9.857142857142858,286
Depression,Serzone,9.8,293
Depression,Amitriptyline / chlordiazepoxide,9.666666666666666,83
Depression,Methylin ER,9.5,362
Depression,Limbitrol,9.5,50
Depression,Amoxapine,9.5,5
Depression,Luvox,9.333333333333334,166
Depression,Tramadol,9.288461538461538,3838
Depression,Clomipramine,9.181818181818182,447
Depression,Xanax,9.166666666666666,3581
Depression,Methylphenidate,9.16,1790
Depression,Fluoxetine / olanzapine,9.153846153846153,398
Depression,Alprazolam,9.081967213114755,4628
Depression,Phenelzine,9.076923076923077,1100
Depression,Provigil,9.0,468
Depression,Isocarboxazid,9.0,68
Depression,Marplan,9.0,68
Depression,Protriptyline,9.0,0
Depression,Vivactil,9.0,0
Depression,Nefazodone,8.9375,447
Depression,Symbyax,8.846153846153847,435
Depression,St. john's wort,8.767441860465116,2951
Depression,Parnate,8.763157894736842,1240
Depression,Sinequan,8.666666666666666,192
Depression,Nardil,8.64,1091
Depression,Amitriptyline,8.552631578947368,2407
Depression,Emsam,8.533333333333333,958
Depression,Tranylcypromine,8.526315789473685,1150
Depression,Anafranil,8.4,250
Depression,Budeprion SR,8.4,55
Depression,S-adenosylmethionine,8.4,41
Depression,Selegiline,8.333333333333334,1102
Depression,Brexpiprazole,8.235294117647058,398
Depression,Elavil,8.222222222222221,897
Depression,Lamotrigine,8.105263157894736,2710
Depression,L-methylfolate,8.06060606060606,4691
Depression,Remeron SolTab,8.0,90
Depression,Modafinil,7.961538461538462,1047
Depression,Remeron,7.961038961038961,6826
Depression,Wellbutrin XL,7.798657718120805,8733
Depression,Doxepin,7.636363636363637,487
Depression,Escitalopram,7.613157894736842,17440
Depression,Citalopram,7.56701030927835,15103
Depression,Effexor XR,7.56390977443609,5111
Depression,Deplin,7.489795918367347,4271
Depression,Lexapro,7.46078431372549,16230
Depression,Rexulti,7.4375,476
Depression,Celexa,7.361990950226244,12704
Depression,Bupropion,7.358834244080145,31101
Depression,Wellbutrin,7.334782608695652,16736
Depression,Desyrel,7.333333333333333,384
Depression,Budeprion XL,7.333333333333333,130
Depression,Seroquel XR,7.314285714285714,1938
Depression,Zoloft,7.2811387900355875,23163
Depression,Mirtazapine,7.248780487804878,8938
Depression,Prozac,7.2439024390243905,12184
Depression,Desvenlafaxine,7.239130434782608,17115
Depression,Fluoxetine,7.228476821192053,13458
Depression,Pristiq,7.188995215311005,16265
Depression,Trazodone,7.175438596491228,3952
Depression,Sertraline,7.167755991285403,23596
Depression,Seroquel,7.0,550
Depression,Paliperidone,7.0,45
Depression,Quetiapine,6.988505747126437,3265
Depression,Aripiprazole,6.973509933774834,10116
Depression,Paxil,6.938775510204081,4477
Depression,Nuvigil,6.909090909090909,419
Depression,Nortriptyline,6.882352941176471,525
Depression,Wellbutrin SR,6.867924528301887,3179
Depression,Armodafinil,6.846153846153846,375
Depression,Viibryd,6.814035087719298,16036
Depression,Lisdexamfetamine,6.8,13
Depression,Fluvoxamine,6.75,275
Depression,Paroxetine,6.661764705882353,4311
Depression,Abilify,6.591549295774648,9754
Depression,Duloxetine,6.548780487804878,16052
Depression,Paxil CR,6.5,150
Depression,Venlafaxine,6.478260869565218,13865
Depression,Risperidone,6.470588235294118,604
Depression,Imipramine,6.454545454545454,407
Depression,Vilazodone,6.431746031746032,15447
Depression,Cymbalta,6.323432343234323,13714
Depression,Risperdal,6.2,329
Depression,Olanzapine,6.196078431372549,2192
Depression,Atomoxetine,6.0,19
Depression,Trintellix,5.995884773662551,15004
Depression,Vortioxetine,5.881159420289855,16305
Depression,Lithium,5.866666666666666,419
Depression,Effexor,5.845360824742268,8126
Depression,Zyprexa,5.785714285714286,1670
Depression,Levomilnacipran,4.92,1889
Depression,Aplenzin,4.75,76
Depression,Fetzima,4.621621621621622,1253
Depression,Strattera,4.5,28
Depression,Oleptro,4.0,256
Depression,Pamelor,4.0,93
Depression,Luvox CR,4.0,17
Depression,Vyvanse,3.0,2
Depression,Tryptophan,1.0,5
"Diabetes, Type 2",Glucophage XR,10.0,184
"Diabetes, Type 2",Novolin N,10.0,46
"Diabetes, Type 2",Glumetza,10.0,24
"Diabetes, Type 2",Insulin aspart / insulin aspart protamine,10.0,12
"Diabetes, Type 2",NovoLog Mix 70 / 30,10.0,12
"Diabetes, Type 2",Exubera,10.0,10
"Diabetes, Type 2",Synjardy,10.0,10
"Diabetes, Type 2",Humalog Mix 75 / 25,10.0,7
"Diabetes, Type 2",Insulin glulisine,10.0,5
"Diabetes, Type 2",Glyset,10.0,4
"Diabetes, Type 2",NovoLog FlexPen,10.0,4
"Diabetes, Type 2",Glimepiride / pioglitazone,10.0,0
"Diabetes, Type 2",Insulin isophane / insulin regular,10.0,0
"Diabetes, Type 2",Chromium picolinate,9.333333333333334,700
"Diabetes, Type 2",Xigduo XR,9.25,91
"Diabetes, Type 2",Prandin,9.0,142
"Diabetes, Type 2",Repaglinide,9.0,108
"Diabetes, Type 2",Symlin,9.0,10
"Diabetes, Type 2",Byetta,8.176470588235293,1648
"Diabetes, Type 2",GlipiZIDE XL,8.0,185
"Diabetes, Type 2",Humalog,8.0,44
"Diabetes, Type 2",Toujeo Solostar,8.0,25
"Diabetes, Type 2",Glucovance,8.0,16
"Diabetes, Type 2",Humulin N,8.0,0
"Diabetes, Type 2",Insulin isophane,8.0,0
"Diabetes, Type 2",Victoza,7.980392156862745,7944
"Diabetes, Type 2",Amaryl,7.9,753
"Diabetes, Type 2",Lantus Solostar,7.75,197
"Diabetes, Type 2",Liraglutide,7.722222222222222,7678
"Diabetes, Type 2",Glimepiride,7.666666666666667,1526
"Diabetes, Type 2",Insulin lispro / insulin lispro protamine,7.5,7
"Diabetes, Type 2",Glucotrol,7.428571428571429,654
"Diabetes, Type 2",Insulin aspart,7.333333333333333,32
"Diabetes, Type 2",Tresiba,7.25,182
"Diabetes, Type 2",Insulin glargine,7.238095238095238,645
"Diabetes, Type 2",Exenatide,7.197916666666667,4846
"Diabetes, Type 2",Afrezza,7.105263157894737,318
"Diabetes, Type 2","Insulin inhalation, rapid acting",7.105263157894737,256
"Diabetes, Type 2",Empagliflozin,7.097560975609756,1321
"Diabetes, Type 2",Insulin detemir,7.071428571428571,171
"Diabetes, Type 2",Bydureon,7.0588235294117645,3377
"Diabetes, Type 2",Levemir,7.0,240
"Diabetes, Type 2",Glyburide,7.0,66
"Diabetes, Type 2",Lantus,6.933333333333334,391
"Diabetes, Type 2",Glipizide,6.724137931034483,1832
"Diabetes, Type 2",Jentadueto,6.666666666666667,25
"Diabetes, Type 2",Insulin lispro,6.571428571428571,53
"Diabetes, Type 2",Onglyza,6.545454545454546,390
"Diabetes, Type 2",Insulin degludec,6.5,181
"Diabetes, Type 2",ActoPlus Met,6.5,61
"Diabetes, Type 2",Novolin 70 / 30,6.5,0
"Diabetes, Type 2",Glyxambi,6.375,99
"Diabetes, Type 2",Jardiance,6.358974358974359,1196
"Diabetes, Type 2",Glucophage,6.315789473684211,1242
"Diabetes, Type 2",Metformin,6.209876543209877,3746
"Diabetes, Type 2",Invokana,6.111888111888112,5539
"Diabetes, Type 2",Saxagliptin,6.1,304
"Diabetes, Type 2",Janumet,6.076923076923077,940
"Diabetes, Type 2",Empagliflozin / linagliptin,6.0,95
"Diabetes, Type 2",Avandamet,6.0,14
"Diabetes, Type 2",Canagliflozin,5.97945205479452,5311
"Diabetes, Type 2",Dulaglutide,5.965367965367966,4235
"Diabetes, Type 2",Trulicity,5.8054298642533935,4149
"Diabetes, Type 2",Januvia,5.74468085106383,2356
"Diabetes, Type 2",Toujeo,5.555555555555555,62
"Diabetes, Type 2",Sitagliptin,5.470588235294118,2496
"Diabetes, Type 2",Tanzeum,5.333333333333333,48
"Diabetes, Type 2",Kombiglyze XR,5.111111111111111,31
"Diabetes, Type 2",Farxiga,5.025,775
"Diabetes, Type 2",Avandia,5.0,58
"Diabetes, Type 2",Metformin / sitagliptin,5.0,15
"Diabetes, Type 2",Actos,4.863636363636363,827
"Diabetes, Type 2",Rosiglitazone,4.6,70
"Diabetes, Type 2",Novolog,4.5,44
"Diabetes, Type 2",Dapagliflozin,4.48,818
"Diabetes, Type 2",Tradjenta,4.380952380952381,557
"Diabetes, Type 2",Pioglitazone,4.333333333333333,861
"Diabetes, Type 2",Linagliptin,4.333333333333333,517
"Diabetes, Type 2",Basaglar,4.333333333333333,20
"Diabetes, Type 2",Albiglutide,4.111111111111111,52
"Diabetes, Type 2",Alogliptin,4.0,18
"Diabetes, Type 2",Nesina,4.0,18
"Diabetes, Type 2",Glyburide / metformin,4.0,4
"Diabetes, Type 2",Colesevelam,3.6,71
"Diabetes, Type 2",Welchol,3.5,74
"Diabetes, Type 2",Glipizide / metformin,3.5,0
"Diabetes, Type 2",Humalog KwikPen,3.0,7
"Diabetes, Type 2",Acarbose,1.0,4
"Diabetes, Type 2",Kazano,1.0,2
Emergency Contraception,Take Action,10.0,0
Emergency Contraception,Plan B One-Step,8.712264150943396,8267
Emergency Contraception,Plan B,8.663893510815308,7273
Emergency Contraception,Levonorgestrel,8.472563472563472,15970
Emergency Contraception,My Way,8.23076923076923,84
Emergency Contraception,Fallback Solo,8.0,10
Emergency Contraception,Next Choice,7.7,439
Emergency Contraception,Ulipristal,6.9818181818181815,479
Emergency Contraception,ella,6.980392156862745,485
Emergency Contraception,Aftera,6.661016949152542,425
Emergency Contraception,Opcicon One-Step,6.5,6
Emergency Contraception,EContra EZ,4.2,20
Erectile Dysfunction,Damiana,10.0,14
Erectile Dysfunction,Caverject Impulse,9.333333333333334,300
Erectile Dysfunction,Staxyn,9.0,1448
Erectile Dysfunction,Caverject,9.0,129
Erectile Dysfunction,Viagra,8.794117647058824,6682
Erectile Dysfunction,Tadalafil,8.670411985018726,13095
Erectile Dysfunction,Cialis,8.635593220338983,13290
Erectile Dysfunction,Edex,8.578947368421053,972
Erectile Dysfunction,Sildenafil,8.534722222222221,7197
Erectile Dysfunction,Vardenafil,8.1,5183
Erectile Dysfunction,Levitra,8.098591549295774,3701
Erectile Dysfunction,Alprostadil,7.827586206896552,2935
Erectile Dysfunction,Avanafil,6.333333333333333,882
Erectile Dysfunction,Stendra,5.961538461538462,830
Erectile Dysfunction,Muse,5.2,793
Erectile Dysfunction,Yohimbine,4.0,0
Generalized Anxiety Disorde,Lyrica,9.1,890
Generalized Anxiety Disorde,Zoloft,9.0,79
Generalized Anxiety Disorde,Celexa,8.5,410
Generalized Anxiety Disorde,Lexapro,8.321951219512195,11994
Generalized Anxiety Disorde,Pregabalin,8.277310924369749,7021
Generalized Anxiety Disorde,Paxil,8.25,1136
Generalized Anxiety Disorde,Escitalopram,8.16376306620209,12764
Generalized Anxiety Disorde,Citalopram,8.053333333333333,3608
Generalized Anxiety Disorde,Paroxetine,7.978260869565218,1321
Generalized Anxiety Disorde,Quetiapine,7.85,3940
Generalized Anxiety Disorde,Sertraline,7.724137931034483,1818
Generalized Anxiety Disorde,Seroquel,7.2727272727272725,833
Generalized Anxiety Disorde,Seroquel XR,7.0,318
Generalized Anxiety Disorde,Venlafaxine,6.814285714285714,2687
Generalized Anxiety Disorde,Effexor XR,6.6923076923076925,2098
Generalized Anxiety Disorde,Cymbalta,6.683333333333334,3332
Generalized Anxiety Disorde,Paxil CR,6.666666666666667,85
Generalized Anxiety Disorde,Duloxetine,6.587301587301587,3217
High Blood Pressure,Minipress,10.0,37
High Blood Pressure,Plendil,10.0,28
High Blood Pressure,Aldactazide,10.0,27
High Blood Pressure,Hydrochlorothiazide / spironolactone,10.0,27
High Blood Pressure,Corgard,10.0,19
High Blood Pressure,Tarka,10.0,14
High Blood Pressure,Bendroflumethiazide / nadolol,10.0,10
High Blood Pressure,Corzide 80 / 5,10.0,10
High Blood Pressure,Fosinopril,10.0,10
High Blood Pressure,Inspra,10.0,10
High Blood Pressure,Indapamide,10.0,4
High Blood Pressure,Exforge HCT,10.0,1
High Blood Pressure,Avalide,9.666666666666666,43
High Blood Pressure,Reserpine,9.666666666666666,27
High Blood Pressure,Caduet,9.5,43
High Blood Pressure,Acebutolol,9.5,26
High Blood Pressure,Sectral,9.5,26
High Blood Pressure,Bisoprolol,9.4,248
High Blood Pressure,Hydrochlorothiazide / irbesartan,9.4,43
High Blood Pressure,Tekturna HCT,9.333333333333334,71
High Blood Pressure,Captopril,9.333333333333334,27
High Blood Pressure,Verelan PM,9.0,66
High Blood Pressure,Trandolapril / verapamil,9.0,28
High Blood Pressure,Monopril,9.0,24
High Blood Pressure,Amlodipine / atorvastatin,9.0,23
High Blood Pressure,Tenoretic 50,9.0,10
High Blood Pressure,Minoxidil,9.0,2
High Blood Pressure,Azor,8.85,1012
High Blood Pressure,Twynsta,8.833333333333334,74
High Blood Pressure,Amlodipine / olmesartan,8.735294117647058,940
High Blood Pressure,Maxzide,8.5,122
High Blood Pressure,Amlodipine / telmisartan,8.5,40
High Blood Pressure,Tenormin,8.4,361
High Blood Pressure,Zestoretic,8.333333333333334,140
High Blood Pressure,Methyldopa,8.333333333333334,13
High Blood Pressure,Hydrochlorothiazide / losartan,8.0,893
High Blood Pressure,Hydrochlorothiazide / telmisartan,8.0,131
High Blood Pressure,Cartia XT,8.0,121
High Blood Pressure,Felodipine,8.0,79
High Blood Pressure,Inderal LA,8.0,65
High Blood Pressure,Prinzide,8.0,65
High Blood Pressure,Eplerenone,8.0,37
High Blood Pressure,Aliskiren / hydrochlorothiazide,8.0,36
High Blood Pressure,Moexipril,8.0,5
High Blood Pressure,Univasc,8.0,3
High Blood Pressure,Hydrochlorothiazide / moexipril,8.0,0
High Blood Pressure,Uniretic,8.0,0
High Blood Pressure,Amlodipine / hydrochlorothiazide / olmesartan,7.7272727272727275,123
High Blood Pressure,Olmesartan,7.597222222222222,2753
High Blood Pressure,Atenolol / chlorthalidone,7.5,12
High Blood Pressure,Aliskiren,7.470588235294118,389
High Blood Pressure,Catapres-TTS,7.4,314
High Blood Pressure,Benicar,7.363636363636363,2379
High Blood Pressure,Tribenzor,7.357142857142857,179
High Blood Pressure,Doxazosin,7.333333333333333,374
High Blood Pressure,Tekturna,7.3,426
High Blood Pressure,Hydrochlorothiazide / olmesartan,7.294117647058823,274
High Blood Pressure,Toprol-XL,7.125,1567
High Blood Pressure,Edarbyclor,7.125,99
High Blood Pressure,Micardis HCT,7.111111111111111,123
High Blood Pressure,Hyzaar,7.071428571428571,635
High Blood Pressure,Terazosin,7.0,182
High Blood Pressure,Cardizem,7.0,143
High Blood Pressure,Labetalol,7.0,69
High Blood Pressure,Normodyne,7.0,69
High Blood Pressure,Hydrochlorothiazide / lisinopril,6.967741935483871,1407
High Blood Pressure,Lasix,6.8,141
High Blood Pressure,Diltiazem,6.7894736842105265,769
High Blood Pressure,Micardis,6.764705882352941,806
High Blood Pressure,Benicar HCT,6.764705882352941,296
High Blood Pressure,Nebivolol,6.763636363636364,4800
High Blood Pressure,Lopressor,6.75,438
High Blood Pressure,Azilsartan medoxomil / chlorthalidone,6.75,140
High Blood Pressure,Guanfacine,6.75,55
High Blood Pressure,Hydrochlorothiazide / valsartan,6.714285714285714,465
High Blood Pressure,Atenolol,6.693548387096774,2263
High Blood Pressure,Coreg CR,6.666666666666667,101
High Blood Pressure,Clonidine,6.636363636363637,1638
High Blood Pressure,Bystolic,6.616161616161616,4355
High Blood Pressure,Propranolol,6.571428571428571,415
High Blood Pressure,Benazepril,6.555555555555555,140
High Blood Pressure,Diovan HCT,6.545454545454546,339
High Blood Pressure,Diovan,6.511627906976744,2780
High Blood Pressure,Enalapril,6.5,97
High Blood Pressure,Telmisartan,6.45,860
High Blood Pressure,Ramipril,6.4411764705882355,1418
High Blood Pressure,Valturna,6.428571428571429,23
High Blood Pressure,Metoprolol,6.293478260869565,4247
High Blood Pressure,Lotrel,6.285714285714286,471
High Blood Pressure,Furosemide,6.285714285714286,161
High Blood Pressure,Cozaar,6.2727272727272725,3562
High Blood Pressure,Verapamil,6.25,82
High Blood Pressure,Perindopril,6.222222222222222,134
High Blood Pressure,Metoprolol Tartrate,6.2,207
High Blood Pressure,Edarbi,6.181818181818182,164
High Blood Pressure,Exforge,6.148148148148148,765
High Blood Pressure,Prinivil,6.142857142857143,466
High Blood Pressure,Amlodipine / benazepril,6.04,706
High Blood Pressure,Zestril,6.0,481
High Blood Pressure,Nifedipine,5.9411764705882355,468
High Blood Pressure,Spironolactone,5.777777777777778,885
High Blood Pressure,Valsartan,5.7727272727272725,3128
High Blood Pressure,Azilsartan medoxomil,5.75,170
High Blood Pressure,Ziac,5.7,111
High Blood Pressure,Procardia XL,5.666666666666667,208
High Blood Pressure,Nifedical XL,5.666666666666667,45
High Blood Pressure,Quinapril,5.666666666666667,27
High Blood Pressure,Hydrochlorothiazide / triamterene,5.6521739130434785,817
High Blood Pressure,Losartan,5.524096385542169,11365
High Blood Pressure,Altace,5.5,449
High Blood Pressure,Hydrochlorothiazide,5.484848484848484,3247
High Blood Pressure,Bisoprolol / hydrochlorothiazide,5.4375,148
High Blood Pressure,Lisinopril,5.15530303030303,12489
High Blood Pressure,Irbesartan,5.090909090909091,1734
High Blood Pressure,Atacand,5.0,100
High Blood Pressure,Lotensin,5.0,51
High Blood Pressure,Hytrin,5.0,48
High Blood Pressure,Tenex,5.0,22
High Blood Pressure,Avapro,4.956521739130435,1608
High Blood Pressure,Amlodipine,4.875816993464053,10060
High Blood Pressure,Inderal,4.833333333333333,249
High Blood Pressure,Norvasc,4.657894736842105,4215
High Blood Pressure,Candesartan,4.642857142857143,350
High Blood Pressure,Dyazide,4.5,170
High Blood Pressure,Chlorthalidone,4.4,71
High Blood Pressure,Aldactone,4.333333333333333,388
High Blood Pressure,Prazosin,4.333333333333333,91
High Blood Pressure,Calan SR,4.0,3
High Blood Pressure,Torsemide,4.0,1
High Blood Pressure,Coreg,3.888888888888889,710
High Blood Pressure,Carvedilol,3.8214285714285716,1466
High Blood Pressure,Hydralazine,3.3636363636363638,448
High Blood Pressure,Aldomet,3.0,24
High Blood Pressure,Hydralazine / hydrochlorothiazide / reserpine,3.0,0
High Blood Pressure,Pindolol,3.0,0
High Blood Pressure,Cardizem LA,2.0,16
High Blood Pressure,Amiloride,1.0,9
High Blood Pressure,Midamor,1.0,9
High Blood Pressure,Nitro-Dur,1.0,0
High Blood Pressure,Nitroglycerin,1.0,0
Insomnia,Seconal Sodium,10.0,114
Insomnia,Secobarbital,10.0,105
Insomnia,Pentobarbital,10.0,27
Insomnia,Seconal,10.0,17
Insomnia,Ethchlorvynol,10.0,0
Insomnia,Tryptophan,9.75,115
Insomnia,Intermezzo,9.666666666666666,122
Insomnia,Dimenhydrinate,9.666666666666666,40
Insomnia,Quazepam,9.6,69
Insomnia,Somnote,9.5,75
Insomnia,Triazolam,9.423076923076923,783
Insomnia,Estazolam,9.363636363636363,205
Insomnia,Halcion,9.307692307692308,461
Insomnia,Klonopin,9.076923076923077,1229
Insomnia,Sinequan,9.0,53
Insomnia,Compoz Nighttime Sleep Aid,9.0,51
Insomnia,Unisom SleepMelts,9.0,25
Insomnia,Advil PM,9.0,23
Insomnia,Doral,9.0,20
Insomnia,Aspirin / diphenhydramine,9.0,2
Insomnia,Flurazepam,8.923076923076923,353
Insomnia,Edluar,8.714285714285714,71
Insomnia,Dalmane,8.375,339
Insomnia,Seroquel,8.340425531914894,1729
Insomnia,Ativan,8.307692307692308,1498
Insomnia,Lorazepam,8.26086956521739,3585
Insomnia,Chloral hydrate,8.214285714285714,139
Insomnia,Neurontin,8.2,505
Insomnia,Seroquel XR,8.0,253
Insomnia,Oxazepam,8.0,160
Insomnia,Diphenhydramine / naproxen,8.0,92
Insomnia,Sleep Aid,8.0,30
Insomnia,Phenobarbital,8.0,9
Insomnia,Excedrin PM,8.0,8
Insomnia,Elavil,7.9375,1597
Insomnia,Quetiapine,7.9267015706806285,7292
Insomnia,Gabapentin,7.886363636363637,2114
Insomnia,Clonazepam,7.828571428571428,4402
Insomnia,Restoril,7.805555555555555,2300
Insomnia,Olanzapine,7.6,627
Insomnia,Zolpimist,7.6,27
Insomnia,Zolpidem,7.314465408805032,10345
Insomnia,Ambien,7.2972027972027975,8219
Insomnia,Sominex,7.277777777777778,634
Insomnia,Mirtazapine,7.2727272727272725,6265
Insomnia,Remeron,7.25,1150
Insomnia,Zyprexa,7.166666666666667,572
Insomnia,Amitriptyline,7.110091743119266,6445
Insomnia,Ambien CR,7.044444444444444,1091
Insomnia,Vanatrip,7.0,31
Insomnia,Desyrel Dividose,7.0,18
Insomnia,Valerian,7.0,1
Insomnia,Melatonin,6.881188118811881,3104
Insomnia,Trazodone,6.850785340314136,20092
Insomnia,Temazepam,6.775956284153006,6091
Insomnia,Silenor,6.7727272727272725,3249
Insomnia,Sonata,6.741935483870968,1294
Insomnia,Unisom SleepTabs,6.708333333333333,1183
Insomnia,Doxylamine,6.625,2249
Insomnia,Nytol,6.6,42
Insomnia,Benadryl Allergy,6.5,45
Insomnia,Lunesta,6.484375,3355
Insomnia,Diphenhydramine,6.46875,1052
Insomnia,Doxepin,6.446153846153846,5430
Insomnia,Acetaminophen / diphenhydramine,6.384615384615385,305
Insomnia,Tylenol PM,6.333333333333333,213
Insomnia,Desyrel,6.285714285714286,206
Insomnia,Eszopiclone,6.0,3615
